dis_along_flowline,area,mean_elevation,slope,bin_elevation,dx,width
58.81979469357545,12800.0,1568.0908203125,0.24969418346881866,1575.0,117.6395893871509,108.80690817336422
170.9840123982002,25600.0,1544.922607421875,0.274113267660141,1545.0,106.68884602209857,239.95010682463888
331.35142434009254,147200.0,1515.94921875,0.13924972712993622,1515.0,214.04597786168603,687.702714484637
475.9929391506724,128000.0,1482.486328125,0.3794194459915161,1485.0,75.23705175947369,1701.2894180011847
564.7958738813697,275200.0,1452.310546875,0.2850758731365204,1455.0,102.368817701921,2688.3186323527866
656.5295413684248,352000.0,1424.4951171875,0.35430994629859924,1425.0,81.09851727218917,4340.399946136995
742.9414335917759,499200.0,1394.836181640625,0.3160972595214844,1395.0,91.72526717451282,5442.33901276343
829.0076735992021,428800.0,1366.6697998046875,0.357104629278183,1365.0,80.4072128403397,5332.854912549266
948.3577569407487,620800.0,1336.0941162109375,0.18730057775974274,1335.0,158.29295384275352,3921.8422862757106
1088.897419675785,684800.0,1305.606689453125,0.23963208496570587,1305.0,122.78637162731904,5577.166186476326
1195.232041512788,768000.0,1276.10205078125,0.3221414387226105,1275.0,89.88287204668741,8544.453270263568
1273.4856337561932,672000.0,1244.3541259765625,0.4230917990207672,1245.0,66.62431244012282,10086.408030160846
1339.9359400694568,723200.0,1213.2044677734375,0.4250558912754059,1215.0,66.27630018640447,10911.894568133315
1417.5304000209032,723200.0,1183.9737548828125,0.3254149854183197,1185.0,88.9126197164882,8133.828497079901
1499.3884910660433,800000.0,1154.7607421875,0.3814115822315216,1155.0,74.80356237379209,10694.677828342104
1589.7033674743402,761600.0,1124.1053466796875,0.2762362062931061,1125.0,105.82619044280162,7196.706191664718
1720.019442802077,908800.0,1094.7427978515625,0.19141829013824463,1095.0,154.80596021267195,5870.57500080419
1881.1124903698326,915200.0,1065.67724609375,0.17734965682029724,1065.0,167.38013492283926,5467.793417790582
2071.366827111693,1062400.0,1034.8338623046875,0.13984137773513794,1035.0,213.12853856088157,4984.785271713006
2296.2923767002144,1126400.0,1004.2680053710938,0.1260586380958557,1005.0,236.72256061616133,4758.312841277619
2572.7910437147502,1216000.0,974.9971923828125,0.09457127749919891,975.0,316.27477341291086,3844.758109785941
2875.6001504085148,1081600.0,945.9572143554688,0.1033138558268547,945.0,289.3434399746181,3738.11827250993
3137.797672077182,908800.0,915.5708618164062,0.12694521248340607,915.0,235.05160336271618,3866.385027791534
3421.62723295286,1024000.0,885.4954833984375,0.0899529904127121,885.0,332.60751838863945,3078.703707483528
3734.1126954907245,800000.0,855.1812744140625,0.10225413739681244,855.0,292.36340668708914,2736.3205575731454
4057.389220700069,819200.0,825.1327514648438,0.08449870347976685,825.0,354.18964373160026,2312.8852424064034
4343.588606284948,652800.0,794.974365234375,0.13662627339363098,795.0,218.20912743815623,2991.625545934202
4677.8058415995665,806400.0,763.6481323242188,0.06653494387865067,765.0,450.2253431910814,1791.1030824796408
5145.305852654193,748800.0,736.1513671875,0.0618056021630764,735.0,484.7746789181703,1544.635131667834
5623.988990271951,825600.0,704.0400390625,0.063394695520401,705.0,472.5915963173454,1746.9629304318169
6034.704984759991,473600.0,678.4678344726562,0.08578813821077347,675.0,348.84039265873497,1357.6409440156644
6683.778739303404,806400.0,640.2357788085938,0.03159148246049881,645.0,949.3071164280908,849.4616610841389
7362.875118159131,672000.0,617.138671875,0.07323891669511795,615.0,408.8856412833629,1643.4913143215406
7799.858334815819,633600.0,584.08642578125,0.06441567838191986,585.0,465.08079203001444,1362.3439429403697
8224.14931043647,460800.0,555.1520385742188,0.07806763797998428,555.0,383.5011592112885,1201.5609051813165
8603.003310957543,435200.0,526.7590942382812,0.07999847084283829,525.0,374.2068418308562,1162.9931667489743
8942.987184721202,326400.0,495.7742919921875,0.09780284017324448,495.0,305.7609056964617,1067.5007625861344
9234.591916801879,249600.0,465.8841247558594,0.10770968347787857,465.0,277.4485584648927,899.6262275825933
9581.30304164039,185600.0,436.1394348144531,0.07199529558420181,435.0,415.9736912121323,446.18206372419445
