dis_along_flowline,area,mean_elevation,slope,bin_elevation,dx,width
30.054828790173268,37538.0,4003.7548828125,0.46291762590408325,4005.0,60.109657580346536,624.4919953141346
84.84022754467435,18769.0,3962.05712890625,0.5452120900154114,3975.0,49.46113992865564,379.4696205358998
170.43960495141226,18769.0,3949.986083984375,0.24161739647388458,3945.0,121.73761488482019,154.17584793129012
253.19241707886468,75076.0,3916.716552734375,0.600881814956665,3915.0,43.768009370084656,1715.3167594438119
296.93554605002134,37538.0,3878.399658203125,0.6014124155044556,3885.0,43.71824857222862,858.6345799736696
390.72560154733293,225228.0,3853.185302734375,0.20558710396289825,3855.0,143.86186242239452,1565.5851815591361
497.49475917150926,319073.0,3824.939208984375,0.4065718650817871,3825.0,69.67645282595812,4579.351948311706
566.3461087009204,412918.0,3793.13037109375,0.4153496026992798,3795.0,68.02624623286407,6069.980674613731
652.6369599178815,675684.0,3763.63623046875,0.279422402381897,3765.0,104.55545620105825,6462.446098467323
740.6058174595628,731991.0,3734.592041015625,0.3978596031665802,3735.0,71.38225888230417,10254.522782851613
811.1436903748768,825836.0,3703.8505859375,0.40648308396339417,3705.0,69.69348694832371,11849.543424514553
882.6164746583602,1201216.0,3674.619384765625,0.38870736956596375,3675.0,73.25208161864302,16398.387232920417
962.5287110692274,1520289.0,3643.6083984375,0.333580881357193,3645.0,86.57239120309139,17560.898790857384
1064.7390193493043,1951976.0,3615.2138671875,0.2492702305316925,3615.0,117.84822535706239,16563.47385873488
1180.041084676921,2027052.0,3585.667236328125,0.26003727316856384,3585.0,112.75590529817082,17977.346682106625
1281.3424440921428,2308587.0,3555.37060546875,0.3222619593143463,3555.0,89.84681353227299,25694.700894102996
1371.0667643715553,2346125.0,3524.367431640625,0.3230831027030945,3525.0,89.60182702655203,26183.896889789583
1471.1601253563579,2402432.0,3495.36767578125,0.26490893959999084,3495.0,110.58489494305323,21724.775352340443
1585.8642715669607,2364894.0,3466.21044921875,0.2473072111606598,3465.0,118.8233974781524,19902.595365822828
1696.7994648511713,2683967.0,3435.0908203125,0.2832988202571869,3435.0,103.04698909026861,26046.04970698231
1794.7492879880456,2364894.0,3405.409423828125,0.31250569224357605,3405.0,92.85265718347993,25469.319583680743
1888.3764383297896,2364894.0,3373.054931640625,0.30769792199134827,3375.0,94.40164350000823,25051.407076401098
1999.4479210800405,2102128.0,3346.990234375,0.23066943883895874,3345.0,127.74132200049345,16456.131556176315
2106.436729792987,2383663.0,3315.03271484375,0.33478614687919617,3315.0,86.23629542539956,27641.064452519713
2219.743497370562,2177204.0,3284.72802734375,0.210542693734169,3285.0,140.3772397297502,15509.66527188798
2380.9779013410775,2477508.0,3255.04833984375,0.16328544914722443,3255.0,182.09156821128036,13605.835922755929
2568.0748477892485,2233511.0,3224.99853515625,0.15491549670696259,3225.0,192.1023246850615,11626.67345989533
2744.1714290012783,2308587.0,3194.909912109375,0.18524517118930817,3195.0,160.0908377389981,14420.481725280077
2899.7746920127865,1876900.0,3165.26025390625,0.19597534835338593,3165.0,151.1156882840181,12420.28555283032
3038.0084588751743,1764286.0,3135.7021484375,0.23490792512893677,3135.0,125.35184544075689,14074.671129064687
3160.3933815643604,1801824.0,3105.029052734375,0.24612507224082947,3105.0,119.41799993761579,15088.378644268674
3275.659291231071,1595365.0,3074.465087890625,0.26370570063591003,3075.0,111.11381939580531,14357.935031618823
