dis_along_flowline,area,mean_elevation,slope,bin_elevation,dx,width
17.772291666531526,2592.0,1752.83544921875,0.7010065317153931,1755.0,35.54458333306305,72.92250342934699
54.63388742418748,6480.0,1725.866455078125,0.6660100817680359,1725.0,38.178608182248844,169.7285550344624
96.56639805405476,20736.0,1692.701904296875,0.5810361504554749,1695.0,45.68641307748572,453.87673496781275
147.56941685769124,57024.0,1661.4859619140625,0.4894438683986664,1665.0,56.319624529787234,1012.5067501087516
218.8988447852476,127008.0,1633.081787109375,0.33441612124443054,1635.0,86.33923132532549,1471.034639183142
338.8626886817402,226800.0,1604.9771728515625,0.1928984522819519,1605.0,153.58845646765968,1476.673476745019
524.9475613205193,307152.0,1575.6990966796875,0.13639652729034424,1575.0,218.58128880989852,1405.2071962441944
684.2762944047021,180144.0,1546.003173828125,0.29124727845191956,1545.0,100.07617735846696,1800.068755171721
785.8885177342652,186624.0,1514.75,0.2830352783203125,1515.0,103.14826930065912,1809.2790239264582
967.7112684011751,273456.0,1486.3759765625,0.11465924978256226,1485.0,260.4972320331607,1049.746278936237
1154.2103775329147,119232.0,1456.06982421875,0.260600209236145,1455.0,112.5009862303184,1059.830709002866
1263.993659879328,121824.0,1424.0809326171875,0.27319610118865967,1425.0,107.06557846250851,1137.8446906038946
1459.779068066082,274752.0,1392.4495849609375,0.1050579845905304,1395.0,284.505237910999,965.7185998310157
1841.473703727404,509328.0,1364.790283203125,0.06256388872861862,1365.0,478.88403341164525,1063.5727325704872
2227.042152446596,327888.0,1337.5367431640625,0.10229254513978958,1335.0,292.25286402673873,1121.9325466387934
2448.2971056719357,176256.0,1305.601318359375,0.1970665603876114,1305.0,150.25704242394053,1173.0298770469944
2596.9440590203803,163296.0,1274.9342041015625,0.20126798748970032,1275.0,147.03686427294846,1110.5786348712475
2741.569063122844,125712.0,1246.063720703125,0.20790281891822815,1245.0,142.21314393197852,883.9689252642419
2878.3804052294868,88128.0,1216.029541015625,0.22444742918014526,1215.0,131.40954028130665,670.6362400427364
2997.538060873271,58320.0,1186.736572265625,0.27358442544937134,1185.0,106.90577100626209,545.5271446158305
3100.5743206007805,37584.0,1156.4881591796875,0.2937678098678589,1155.0,99.16674844875686,378.9980067705966
3209.6671102674622,11664.0,1133.2337646484375,0.24691744148731232,1125.0,119.01883088460697,98.00129872985113
